"","site","topography","plot","year","season","samplingPoint","tree","canopyPosition","treatment","number","CodiSAQ","Codesamples","tissue","height","family","genus","specie","d13C","d15N","C","N","CN","CP","NP","P","K","Na","Mg","Ca","Fe","Mn","Ni","Cu","Sr","Nfix","sp"
"168","Nouragues","Slope","3","2019","Dry",NA,"71","Down","P",NA,NA,"1140-19DNS3-71D-E","leaf",NA,"Sapotaceae","Pouteria","retinervis",-31.861,2.138,45.012,2.363,19.052,328.248,17.229,0.137,1.451,866.161,0.186,0.814,45.858,321.135,1.915,7.05,59.447,0,"Pouteria_retinervis"
"169","Nouragues","Slope","3","2019","Wet",NA,"71","Top","P",NA,NA,"659-19WNS3-71T-E","leaf",NA,"Sapotaceae","Pouteria","retinervis",-31.734,0.831,46.106,1.727,26.693,420.456,15.751,0.11,0.607,2127.694,0.224,2.291,245.164,1210.863,1.187,5.66,177.164,0,"Pouteria_retinervis"
"170","Nouragues","Slope","3","2019","Wet",NA,"71","Down","P",NA,NA,"660-19WNS3-71D-E","leaf",NA,"Sapotaceae","Pouteria","retinervis",-33.881,2.419,47.817,2.065,23.153,499.443,21.572,0.096,1.186,1241.767,0.183,0.911,211.409,349.457,2.282,7.333,62.42,0,"Pouteria_retinervis"
"171","Nouragues","Slope","3","2019","Dry",NA,"72","Top","P",NA,NA,"1141-19DNS3-72T-E","leaf",NA,"Sapotaceae","Micropholis","venulosa",-32.935,2.645,47.41,1.861,25.473,648.701,25.466,0.073,0.856,3030.78,0.272,0.332,65.773,37.99,0.64,1.239,33.689,0,"Micropholis_venulosa"
"172","Nouragues","Slope","3","2019","Dry",NA,"72","Down","P",NA,NA,"1142-19DNS3-72D-E","leaf",NA,"Sapotaceae","Micropholis","venulosa",-34.763,3.096,46.041,1.847,24.934,1028.504,41.249,0.045,0.851,3337.61,0.41,0.482,80.782,41.738,0.466,NA,62.305,0,"Micropholis_venulosa"
"173","Nouragues","Slope","3","2019","Wet",NA,"72","Top","P",NA,NA,"661-19WNS3-72T-E","leaf",NA,"Sapotaceae","Micropholis","venulosa",-33.862,3.118,50.142,1.644,30.503,873.945,28.651,0.057,0.697,1603.081,0.28,0.312,126.092,27.549,0.776,1.707,32.678,0,"Micropholis_venulosa"
"174","Nouragues","Slope","3","2019","Wet",NA,"72","Down","P",NA,NA,"662-19WNS3-72D-E","leaf",NA,"Sapotaceae","Micropholis","venulosa",-34.816,2.993,48.205,2.002,24.082,960.68,39.891,0.05,1.003,2545.274,0.282,0.343,192.668,70.818,0.895,1.685,41.006,0,"Micropholis_venulosa"
"175","Nouragues","Top","1","2019","Dry",NA,"74","Top","N",NA,NA,"1085-19DNT1-74T-E","leaf",NA,"Lecythidaceae","Eschweilera","coriacea",-31.075,2.336,49.831,1.769,28.161,518.979,18.429,0.096,0.742,NA,0.147,0.201,49.994,295.743,1.662,12.985,55.003,0,"Eschweilera_coriacea"
"176","Nouragues","Top","1","2019","Dry",NA,"74","Down","N",NA,NA,"1086-19DNT1-74D-E","leaf",NA,"Lecythidaceae","Eschweilera","coriacea",-33.428,2.426,50.135,2.029,24.714,809.836,32.768,0.062,0.298,NA,0.31,0.431,113.668,556.042,1.149,12.891,80.028,0,"Eschweilera_coriacea"
"177","Nouragues","Top","1","2019","Wet",NA,"74","Top","N",NA,NA,"605-19WNT1-74T-E","leaf",NA,"Lecythidaceae","Eschweilera","coriacea",-35.044,1.154,48.849,1.913,25.538,729.706,28.573,0.067,0.422,689.181,0.18,0.125,287.433,182.505,1.696,16.322,21.746,0,"Eschweilera_coriacea"
"178","Nouragues","Top","1","2019","Wet",NA,"74","Down","N",NA,NA,"606-19WNT1-74D-E","leaf",NA,"Lecythidaceae","Eschweilera","coriacea",-33.206,2.224,47.974,1.901,25.242,683.148,27.064,0.07,0.447,NA,0.253,0.312,299.434,300.718,2.171,11.336,47.924,0,"Eschweilera_coriacea"
"179","Nouragues","Slope","3","2019","Dry",NA,"74","Top","P",NA,NA,"1143-19DNS3-74T-E","leaf",NA,"Myrtaceae","Myrcia","splendens",-34.643,5.915,46.665,1.408,33.143,1326.39,40.02,0.035,0.97,537.793,0.299,0.641,85.592,282.244,1.787,4.619,61.061,0,"Myrcia_splendens"
"180","Nouragues","Slope","3","2019","Dry",NA,"74","Down","P",NA,NA,"1144-19DNS3-74D-E","leaf",NA,"Myrtaceae","Myrcia","splendens",-32.666,4.394,46.398,1.425,32.552,1292.084,39.693,0.036,0.688,426.187,0.392,0.844,50.344,382.282,1.085,3.604,87.402,0,"Myrcia_splendens"
"181","Nouragues","Slope","3","2019","Wet",NA,"74","Top","P",NA,NA,"663-19WNS3-74T-E","leaf",NA,"Myrtaceae","Myrcia","splendens",-34.801,5.748,47.553,1.379,34.49,1074.938,31.167,0.044,1.034,458.096,0.27,0.524,184.288,253.116,1.868,6.623,42.033,0,"Myrcia_splendens"
"182","Nouragues","Slope","3","2019","Wet",NA,"74","Down","P",NA,NA,"664-19WNS3-74D-E","leaf",NA,"Myrtaceae","Myrcia","splendens",-35.727,5.669,47.923,1.429,33.525,1151.088,34.335,0.042,1.516,521.458,0.41,0.493,491.867,205.799,2.244,5.434,50.265,0,"Myrcia_splendens"
"183","Nouragues","Top","1","2019","Dry",NA,"75","Top","N",NA,NA,"1087-19DNT1-75T-E","leaf",NA,"Fabaceae","Vouacapoua","americana",-35.305,1.744,51.801,1.726,30.009,909.032,30.292,0.057,0.39,923.791,0.125,0.146,112.357,182.398,1.612,7.89,14.312,1,"Vouacapoua_americana"
"184","Nouragues","Top","1","2019","Dry",NA,"75","Down","N",NA,NA,"1088-19DNT1-75D-E","leaf",NA,"Fabaceae","Vouacapoua","americana",-35.263,1.894,51.236,2.243,22.84,442.219,19.362,0.116,0.756,366.731,0.122,0.145,54.915,128.516,2.331,9.946,15.413,1,"Vouacapoua_americana"
"185","Nouragues","Top","1","2019","Wet",NA,"75","Top","N",NA,NA,"607-19WNT1-75T-E","leaf",NA,"Fabaceae","Vouacapoua","americana",-34.313,3.737,49.466,2.585,19.138,283.435,14.81,0.175,0.966,NA,0.083,NA,264.438,38.283,4.266,8.468,NA,1,"Vouacapoua_americana"
"186","Nouragues","Top","1","2019","Wet",NA,"75","Down","N",NA,NA,"608-19WNT1-75D-E","leaf",NA,"Fabaceae","Vouacapoua","americana",-32.299,2.579,49.658,2.013,24.663,891.576,36.151,0.056,0.475,268.656,0.178,0.344,124.253,499.191,1.42,14.931,96.475,1,"Vouacapoua_americana"
"187","Nouragues","Slope","3","2019","Dry",NA,"75","Top","P",NA,NA,"1145-19DNS3-75T-E","leaf",NA,"Myrtaceae","Eugenia","culcullata",-31.865,2.29,47.163,1.06,44.486,1190.049,26.751,0.04,0.536,291.761,0.344,1.532,60.701,15.357,0.573,6.593,77.526,0,"Eugenia_culcullata"
"188","Nouragues","Slope","3","2019","Dry",NA,"75","Down","P",NA,NA,"1146-19DNS3-75D-E","leaf",NA,"Myrtaceae","Eugenia","culcullata",-32.893,1.934,46.882,0.992,47.256,1518.503,32.134,0.031,0.734,NA,0.332,1.836,53.149,13.987,0.534,9.366,90.466,0,"Eugenia_culcullata"
"189","Nouragues","Slope","3","2019","Wet",NA,"75","Top","P",NA,NA,"665-19WNS3-75T-E","leaf",NA,"Myrtaceae","Eugenia","culcullata",-32.482,2.901,49.071,0.965,50.844,1604.84,31.564,0.031,0.6,NA,0.266,1.066,100.351,12.962,0.606,8.64,49.472,0,"Eugenia_culcullata"
"190","Nouragues","Slope","3","2019","Wet",NA,"75","Down","P",NA,NA,"666-19WNS3-75D-E","leaf",NA,"Myrtaceae","Eugenia","culcullata",-32.889,3.268,49.78,1.091,45.613,1300.011,28.501,0.038,0.874,NA,0.231,0.886,89.205,24.479,0.487,6.265,53.337,0,"Eugenia_culcullata"
"191","Paracou","Slope","3","2019","Dry",NA,"75","Top","P",NA,NA,"1023-19DPS3-75T-E","leaf",NA,"Anacardiaceae","anacardium","spruceanum",-34.392,1.037,46.645,1.66,28.106,730.158,25.979,0.064,0.322,7687.526,0.381,0.326,117.218,58.314,2,6.463,37.052,0,"anacardium_spruceanum"
"192","Paracou","Slope","3","2019","Dry",NA,"75","Down","P",NA,NA,"1024-19DPS3-75D-E","leaf",NA,"Anacardiaceae","anacardium","spruceanum",-34.398,1.859,42.762,1.36,31.453,715.799,22.758,0.06,0.3,7227.389,0.314,0.235,104.721,46.275,1.525,5.645,28.637,0,"anacardium_spruceanum"
"193","Paracou","Slope","3","2019","Wet",NA,"75","Top","P",NA,NA,"543-19WPS3-75T-E","leaf",NA,"Anacardiaceae","anacardium","spruceanum",-30.881,3.571,53.018,1.91,27.753,731.632,26.362,0.072,0.343,1030.641,0.136,0.263,251.017,50.723,1.259,5.39,34.921,0,"anacardium_spruceanum"
"194","Paracou","Slope","3","2019","Wet",NA,"75","Down","P",NA,NA,"544-19WPS3-75D-E","leaf",NA,"Anacardiaceae","anacardium","spruceanum",-35.077,0.494,50.347,1.683,29.923,864.437,28.888,0.058,0.261,7590.639,0.403,0.328,231.506,49.984,2.341,5.824,38.544,0,"anacardium_spruceanum"
"195","Paracou","Bottom","2","2019","Dry",NA,"76","Top","NP",NA,NA,"1055-19DPB2-76T-E","leaf",NA,"Fabaceae","Eperua","falcata",-29.764,1.919,50.943,1.892,26.924,533.599,19.819,0.095,0.946,222.132,0.173,0.453,69.929,48.241,2.237,8.758,68.595,1,"Eperua_falcata"
"196","Paracou","Bottom","2","2019","Dry",NA,"76","Down","NP",NA,NA,"1056-19DPB2-76D-E","leaf",NA,"Fabaceae","Eperua","falcata",-31.009,1.37,50.801,1.75,29.031,652.742,22.484,0.078,0.515,1988.786,0.195,0.798,112.885,114.133,0.439,6.697,123.026,1,"Eperua_falcata"
"197","Paracou","Bottom","2","2019","Wet",NA,"76","Top","NP",NA,NA,"575-19WPB2-76T-E","leaf",NA,"Fabaceae","Eperua","falcata",-30.264,0.746,52.183,1.615,32.306,887.704,27.478,0.059,0.229,1615.703,0.188,0.645,266.221,125.468,0.918,3.975,96.144,1,"Eperua_falcata"
"198","Paracou","Bottom","2","2019","Wet",NA,"76","Down","NP",NA,NA,"576-19WPB2-76D-E","leaf",NA,"Fabaceae","Eperua","falcata",-31.094,1.5,51.013,1.771,28.806,818.789,28.424,0.062,0.437,2676.769,0.21,0.756,154.958,141.093,0.637,7.553,131.514,1,"Eperua_falcata"
"199","Paracou","Slope","3","2019","Dry",NA,"76","Top","P",NA,NA,"1025-19DPS3-76T-E","leaf",NA,"Fabaceae","Dicorynia","guianensis",-30.972,3.442,48.685,1.613,30.181,814.222,26.978,0.06,0.254,1191.861,0.154,0.459,206.572,68.748,1.5,5.514,62.298,1,"Dicorynia_guianensis"
"200","Paracou","Slope","3","2019","Dry",NA,"76","Down","P",NA,NA,"1026-19DPS3-76D-E","leaf",NA,"Fabaceae","Dicorynia","guianensis",-31.092,3.481,48.974,1.69,28.972,600.137,20.714,0.082,0.259,1675.999,0.184,0.378,139.846,69.804,1.057,6.126,49.991,1,"Dicorynia_guianensis"
"201","Paracou","Slope","3","2019","Wet",NA,"76","Top","P",NA,NA,"545-19WPS3-76T-E","leaf",NA,"Fabaceae","Dicorynia","guianensis",-32.165,3.217,51.905,1.643,31.591,982.129,31.089,0.053,0.192,1649.796,0.176,0.463,345.242,63.598,2.012,5.812,60.291,1,"Dicorynia_guianensis"
"202","Paracou","Slope","3","2019","Wet",NA,"76","Down","P",NA,NA,"546-19WPS3-76D-E","leaf",NA,"Fabaceae","Dicorynia","guianensis",-31.393,3.142,52.79,1.545,34.168,910.54,26.649,0.058,0.173,1788.914,0.212,0.429,259.769,79.325,1.652,4.097,58.118,1,"Dicorynia_guianensis"
"203","Nouragues","Slope","4","2019","Dry",NA,"76","Top","C",NA,NA,"1149-19DNS4-76T-E","leaf",NA,"Chrysobalanaceae","Couepia","caryophylloides",-32.793,3.342,48.938,1.429,34.255,1184.848,34.589,0.041,0.446,2013.912,0.148,0.293,63.14,101.895,3.31,3.467,32.403,0,"Couepia_caryophylloides"
"204","Nouragues","Slope","4","2019","Dry",NA,"76","Down","C",NA,NA,"1150-19DNS4-76D-E","leaf",NA,"Chrysobalanaceae","Couepia","caryophylloides",-32.767,3.631,49.001,1.672,29.301,980.723,33.471,0.05,0.478,2539.017,0.145,0.144,43.896,45.294,2.114,4.763,14.559,0,"Couepia_caryophylloides"
"205","Nouragues","Slope","4","2019","Wet",NA,"76","Top","C",NA,NA,"669-19WNS4-76T-E","leaf",NA,"Chrysobalanaceae","Couepia","caryophylloides",-32.315,2.997,50.159,1.282,39.137,1218.3,31.129,0.041,0.38,1222.916,0.143,0.443,143.944,197.243,3.344,3.579,49.153,0,"Couepia_caryophylloides"
"206","Nouragues","Slope","4","2019","Wet",NA,"76","Down","C",NA,NA,"670-19WNS4-76D-E","leaf",NA,"Chrysobalanaceae","Couepia","caryophylloides",-33.904,NA,49.018,1.538,31.863,992.915,31.162,0.049,0.397,2090.972,0.145,0.267,75.248,57.129,2.106,4.391,30.778,0,"Couepia_caryophylloides"
"207","Nouragues","Top","2","2019","Dry",NA,"77","Top","NP",NA,NA,"1089-19DNT2-77T-E","leaf",NA,"Lecythidaceae","Lecythis","poiteaui",-30.848,3.976,51.345,2.238,22.945,805.649,35.112,0.064,0.613,1960.621,0.333,0.219,47.187,32.78,4.196,7.598,19.769,0,"Lecythis_poiteaui"
"208","Nouragues","Top","2","2019","Dry",NA,"77","Down","NP",NA,NA,"1090-19DNT2-77D-E","leaf",NA,"Lecythidaceae","Lecythis","poiteaui",-31.683,4.327,50.919,2.287,22.263,776.932,34.897,0.066,0.671,2180.923,0.32,0.215,61.362,30.569,4.536,7.529,17.018,0,"Lecythis_poiteaui"
"209","Nouragues","Top","2","2019","Wet",NA,"77","Top","NP",NA,NA,"609-19WNT2-77T-E","leaf",NA,"Lecythidaceae","Lecythis","poiteaui",-29.653,4.302,51.268,3.058,16.768,223.801,13.347,0.229,1.545,972.308,0.172,0.11,84.549,17.416,10.254,12.926,4.967,0,"Lecythis_poiteaui"
"210","Nouragues","Top","2","2019","Wet",NA,"77","Down","NP",NA,NA,"610-19WNT2-77D-E","leaf",NA,"Lecythidaceae","Lecythis","poiteaui",-29.91,4.411,50.026,3.189,15.686,205.21,13.082,0.244,1.499,815.912,0.173,0.112,62.428,18.868,10.15,13.714,6.058,0,"Lecythis_poiteaui"
"211","Nouragues","Top","2","2019","Dry",NA,"78","Top","NP",NA,NA,"1091-19DNT2-78T-E","leaf",NA,"Fabaceae","Dicorynia","guianensis",-29.005,4.131,51.852,1.996,25.979,636.698,24.508,0.081,0.314,1462.51,0.121,0.187,76.06,103.581,1.648,5.936,14.24,1,"Dicorynia_guianensis"
"212","Nouragues","Top","2","2019","Dry",NA,"78","Down","NP",NA,NA,"1092-19DNT2-78D-E","leaf",NA,"Fabaceae","Dicorynia","guianensis",-29.392,4.239,51.955,1.831,28.37,799.661,28.187,0.065,0.226,1669.73,0.136,0.178,87.219,85.392,1.611,5.453,14.727,1,"Dicorynia_guianensis"
"213","Nouragues","Top","2","2019","Wet",NA,"78","Top","NP",NA,NA,"611-19WNT2-78T-E","leaf",NA,"Fabaceae","Dicorynia","guianensis",-28.543,4.244,51.44,2.037,25.255,663.616,26.276,0.078,0.299,704.01,0.097,0.179,167.869,79.293,2.096,7.371,12.545,1,"Dicorynia_guianensis"
"214","Nouragues","Top","2","2019","Wet",NA,"78","Down","NP",NA,NA,"612-19WNT2-78D-E","leaf",NA,"Fabaceae","Dicorynia","guianensis",-31.941,0.943,48.564,1.204,40.324,770.654,19.111,0.063,0.204,443.305,0.073,0.153,137.702,57.664,1.704,4.574,10.52,1,"Dicorynia_guianensis"
"215","Paracou","Slope","3","2019","Dry",NA,"78","Top","P",NA,NA,"1027-19DPS3-78T-E","leaf",NA,"Linaceae","Hebepetalum","humiriifolium",-32.546,1.218,46.239,1.547,29.896,606.018,20.271,0.076,0.872,5273.522,0.608,0.883,51.764,175.397,2.549,9.858,51.203,0,"Hebepetalum_humiriifolium"
"216","Paracou","Slope","3","2019","Dry",NA,"78","Down","P",NA,NA,"1028-19DPS3-78D-E","leaf",NA,"Linaceae","Hebepetalum","humiriifolium",-33.884,0.657,44.152,1.413,31.25,846.222,27.079,0.052,0.219,7103.276,0.686,1.828,131.093,213.884,1.644,8.155,141.432,0,"Hebepetalum_humiriifolium"
"217","Paracou","Slope","3","2019","Wet",NA,"78","Top","P",NA,NA,"547-19WPS3-78T-E","leaf",NA,"Linaceae","Hebepetalum","humiriifolium",-32.932,1.191,47.845,1.745,27.415,793.182,28.932,0.06,0.264,8631.01,0.608,0.879,244.155,108.293,3.126,9.39,57.797,0,"Hebepetalum_humiriifolium"
"218","Paracou","Slope","3","2019","Wet",NA,"78","Down","P",NA,NA,"548-19WPS3-78D-E","leaf",NA,"Linaceae","Hebepetalum","humiriifolium",-33.099,0.572,46.823,1.49,31.423,957.805,30.481,0.049,0.196,5249.166,0.615,1.472,288.249,197.347,3.2,5.948,115.195,0,"Hebepetalum_humiriifolium"
"219","Nouragues","Slope","4","2019","Dry",NA,"79","Top","C",NA,NA,"1151-19DNS4-79T-E","leaf",NA,"Chrysobalanaceae","Licania","alba",-32.761,1.538,45.318,1.187,38.178,1426.791,37.372,0.032,0.359,3024.493,0.142,0.237,137.979,38.717,7.2,3.195,21.65,0,"Licania_alba"
"220","Nouragues","Slope","4","2019","Dry",NA,"79","Down","C",NA,NA,"1152-19DNS4-79D-E","leaf",NA,"Chrysobalanaceae","Licania","alba",-34.292,3.216,47.042,1.181,39.845,1142.595,28.676,0.041,0.637,2587.509,0.165,0.191,38.166,27.875,3.416,4.905,16.608,0,"Licania_alba"
"221","Nouragues","Slope","4","2019","Wet",NA,"79","Top","C",NA,NA,"671-19WNS4-79T-E","leaf",NA,"Chrysobalanaceae","Licania","alba",-33.507,1.717,47.479,1.245,38.15,1490.554,39.071,0.032,0.532,1524.716,0.121,0.185,102.43,35.171,4.618,4.09,18.597,0,"Licania_alba"
"222","Nouragues","Slope","4","2019","Wet",NA,"79","Down","C",NA,NA,"672-19WNS4-79D-E","leaf",NA,"Chrysobalanaceae","Licania","alba",-33.718,1.902,46.316,1.194,38.784,1575.518,40.623,0.029,0.297,2649.052,0.183,0.3,159.099,70.961,7.418,3.702,30.966,0,"Licania_alba"
"223","Nouragues","Slope","4","2019","Dry",NA,"80","Top","C",NA,NA,"1153-19DNS4-80T-E","leaf",NA,"Fabaceae","Dicorynia","guianensis",-29.227,3.56,49.576,2.196,22.571,786.191,34.831,0.063,0.571,872.29,0.07,0.398,180.25,337.146,1.454,7.138,42.427,1,"Dicorynia_guianensis"
"224","Nouragues","Slope","4","2019","Dry",NA,"80","Down","C",NA,NA,"1154-19DNS4-80D-E","leaf",NA,"Fabaceae","Dicorynia","guianensis",-30.462,3.175,49.728,2.014,24.697,840.94,34.051,0.059,0.503,728.46,0.064,0.341,82.763,276.43,1.454,6.182,39.796,1,"Dicorynia_guianensis"
"225","Nouragues","Slope","4","2019","Wet",NA,"80","Top","C",NA,NA,"673-19WNS4-80T-E","leaf",NA,"Fabaceae","Dicorynia","guianensis",-28.616,3.595,49.058,2.148,22.834,736.165,32.24,0.067,0.528,687.395,0.088,0.324,141.004,282.449,1.123,6.719,33.442,1,"Dicorynia_guianensis"
"226","Nouragues","Slope","4","2019","Wet",NA,"80","Down","C",NA,NA,"674-19WNS4-80D-E","leaf",NA,"Fabaceae","Dicorynia","guianensis",-29.652,3.3,50.468,2.104,23.988,820.346,34.198,0.062,0.47,765.305,0.054,0.272,129.58,204.913,1.291,6.868,31.01,1,"Dicorynia_guianensis"
"227","Nouragues","Top","2","2019","Dry",NA,"81","Top","NP",NA,NA,"1093-19DNT2-81T-E","leaf",NA,"Chrysobalanaceae","Licania","alba",-32.273,1.408,48.816,1.032,47.288,1235.954,26.137,0.039,0.169,3782.712,0.165,0.111,27.99,23.153,4.084,5.628,4.258,0,"Licania_alba"
"228","Nouragues","Top","2","2019","Dry",NA,"81","Down","NP",NA,NA,"1094-19DNT2-81D-E","leaf",NA,"Chrysobalanaceae","Licania","alba",-34.567,0.918,46.015,1.154,39.889,1396.603,35.012,0.033,0.14,2883.968,0.245,0.189,130.56,40.541,8.916,5.029,10.341,0,"Licania_alba"
"229","Nouragues","Top","2","2019","Wet",NA,"81","Top","NP",NA,NA,"613-19WNT2-81T-E","leaf",NA,"Chrysobalanaceae","Licania","alba",-28.872,4.247,51.195,1.777,28.805,1086.343,37.713,0.047,0.191,1971.724,0.15,0.125,128.923,28.472,5.613,5.97,5.624,0,"Licania_alba"
"230","Nouragues","Top","2","2019","Wet",NA,"81","Down","NP",NA,NA,"614-19WNT2-81D-E","leaf",NA,"Chrysobalanaceae","Licania","alba",-34.639,0.559,45.969,1.174,39.172,1422.13,36.305,0.032,0.189,2807.972,0.241,0.192,230.108,37.928,14.298,6.474,9.733,0,"Licania_alba"
"231","Paracou","Slope","2","2019","Dry",NA,"82","Top","NP",NA,NA,"1015-19DPS2-82T-E","leaf",NA,"Fabaceae","Vouacapoua","americana",-34.419,2.081,51.01,2.663,19.152,411.577,21.49,0.124,0.713,1507.35,0.214,0.168,101.087,80.892,1.04,11.234,28.07,1,"Vouacapoua_americana"
"232","Paracou","Slope","2","2019","Dry",NA,"82","Down","NP",NA,NA,"1016-19DPS2-82D-E","leaf",NA,"Fabaceae","Vouacapoua","americana",-35.188,1.884,52.582,2.151,24.445,665.353,27.218,0.079,0.273,598.814,0.327,0.768,150.398,296.729,0.237,3.779,94.959,1,"Vouacapoua_americana"
"233","Paracou","Slope","2","2019","Wet",NA,"82","Top","NP",NA,NA,"535-19WPS2-82T-E","leaf",NA,"Fabaceae","Vouacapoua","americana",-32.061,2.338,53.299,2.172,24.536,583.021,23.762,0.091,0.241,306.935,0.213,0.923,233.266,352.704,0.586,9.334,100.079,1,"Vouacapoua_americana"
"234","Paracou","Slope","2","2019","Wet",NA,"82","Down","NP",NA,NA,"536-19WPS2-82D-E","leaf",NA,"Fabaceae","Vouacapoua","americana",-34.762,2.504,53.348,2.263,23.576,578.181,24.524,0.092,0.312,622.251,0.274,0.61,249.584,225.155,0.549,5.563,88.838,1,"Vouacapoua_americana"
"235","Nouragues","Top","2","2019","Dry",NA,"82","Top","NP",NA,NA,"1095-19DNT2-82T-E","leaf",NA,"Rubiaceae","Chimarrhis","turbinata",-31.934,2.747,46.676,2.406,19.402,531.102,27.373,0.088,0.454,3395.902,1.031,0.425,63.709,43.756,2.789,8.405,47.719,0,"Chimarrhis_turbinata"
"236","Nouragues","Top","2","2019","Dry",NA,"82","Down","NP",NA,NA,"1096-19DNT2-82D-E","leaf",NA,"Rubiaceae","Chimarrhis","turbinata",-32.655,2.936,47.622,2.23,21.357,520.114,24.353,0.092,0.402,4595.463,0.96,0.425,44.064,44.265,2.768,7.99,51.489,0,"Chimarrhis_turbinata"
"237","Nouragues","Top","2","2019","Wet",NA,"82","Top","NP",NA,NA,"615-19WNT2-82T-E","leaf",NA,"Rubiaceae","Chimarrhis","turbinata",-32.75,2.05,44.706,2.13,20.991,495.041,23.583,0.09,1.086,5989.568,0.818,0.28,259.469,27.119,2.476,9.787,32.392,0,"Chimarrhis_turbinata"
"238","Nouragues","Top","2","2019","Wet",NA,"82","Down","NP",NA,NA,"616-19WNT2-82D-E","leaf",NA,"Rubiaceae","Chimarrhis","turbinata",-30.509,1.771,44.324,2.349,18.867,641.188,33.984,0.069,0.29,7775.424,1.171,0.546,175.041,54.433,3.36,9.356,64.885,0,"Chimarrhis_turbinata"
"239","Nouragues","Top","3","2019","Dry",NA,"82","Top","P",NA,NA,"1103-19DNT3-82T-E","leaf",NA,"Chrysobalanaceae","Licania","alba",-32.175,1.996,49.801,1.252,39.78,1125.618,28.296,0.044,0.347,2415.445,0.182,0.165,41.599,41.328,9.459,5.308,10.77,0,"Licania_alba"
"240","Nouragues","Top","3","2019","Dry",NA,"82","Down","P",NA,NA,"1104-19DNT3-82D-E","leaf",NA,"Chrysobalanaceae","Licania","alba",-32.888,1.919,46.691,1.227,38.042,1324.39,34.814,0.035,0.231,3248.411,0.168,0.163,71.812,43.436,15.428,4.722,11.529,0,"Licania_alba"
"241","Nouragues","Top","3","2019","Wet",NA,"82","Top","P",NA,NA,"623-19WNT3-82T-E","leaf",NA,"Chrysobalanaceae","Licania","alba",-31.869,1.765,47.272,1.461,32.366,811.975,25.088,0.058,0.358,2735.971,0.144,0.153,159.352,56.842,18.271,7.381,12.333,0,"Licania_alba"
"242","Nouragues","Top","3","2019","Wet",NA,"82","Down","P",NA,NA,"624-19WNT3-82D-E","leaf",NA,"Chrysobalanaceae","Licania","alba",-33.267,1.699,47.365,1.208,39.212,1050.706,26.796,0.045,0.268,1468.332,0.172,0.257,860.138,62.862,9.874,5.998,18.595,0,"Licania_alba"
"243","Paracou","Slope","2","2019","Dry",NA,"83","Top","NP",NA,NA,"1017-19DPS2-83T-E","leaf",NA,"Fabaceae","Eperua","falcata",-28.209,2.037,49.221,2.027,24.278,418.079,17.22,0.118,0.618,470.578,0.216,0.486,51.887,64.69,0.495,6.871,41.57,1,"Eperua_falcata"
"244","Paracou","Slope","2","2019","Dry",NA,"83","Down","NP",NA,NA,"1018-19DPS2-83D-E","leaf",NA,"Fabaceae","Eperua","falcata",-29.955,0.988,48.743,1.897,25.698,607.276,23.631,0.08,0.326,2799.503,0.245,0.648,115.045,168.984,0.439,5.641,61.855,1,"Eperua_falcata"
"245","Paracou","Slope","2","2019","Wet",NA,"83","Top","NP",NA,NA,"537-19WPS2-83T-E","leaf",NA,"Fabaceae","Eperua","falcata",-31.222,1.418,53.372,1.904,28.032,734.411,26.199,0.073,0.255,1233.144,0.229,0.926,311.053,245.88,0.91,4.671,93.351,1,"Eperua_falcata"
"246","Paracou","Slope","2","2019","Wet",NA,"83","Down","NP",NA,NA,"538-19WPS2-83D-E","leaf",NA,"Fabaceae","Eperua","falcata",-30.162,1.075,52.467,2.188,23.977,626.821,26.142,0.084,0.421,3240.416,0.241,0.495,181.421,141.632,0.609,6.084,50.146,1,"Eperua_falcata"
"247","Nouragues","Top","3","2019","Dry",NA,"83","Top","P",NA,NA,"1105-19DNT3-83T-E","leaf",NA,"Lauraceae","Sextonia","rubra",-29.479,0.448,50.051,1.716,29.17,381.722,13.086,0.131,0.723,2308.333,0.408,0.257,26.651,144.387,3.616,11.108,20.07,0,"Sextonia_rubra"
"248","Nouragues","Top","3","2019","Dry",NA,"83","Down","P",NA,NA,"1106-19DNT3-83D-E","leaf",NA,"Lauraceae","Sextonia","rubra",-29.332,0.71,49.66,1.732,28.676,364.859,12.723,0.136,1.177,1871.407,0.353,0.196,25.816,92.618,3.962,13.578,14.973,0,"Sextonia_rubra"
"249","Nouragues","Top","3","2019","Wet",NA,"83","Top","P",NA,NA,"625-19WNT3-83T-E","leaf",NA,"Lauraceae","Sextonia","rubra",-30.854,-0.335,51.03,1.311,38.913,810.248,20.822,0.063,0.29,1159.884,0.482,0.565,154.763,418.813,3.688,6.597,46.224,0,"Sextonia_rubra"
"250","Nouragues","Top","3","2019","Wet",NA,"83","Down","P",NA,NA,"626-19WNT3-83D-E","leaf",NA,"Lauraceae","Sextonia","rubra",-32.463,-0.057,52.828,1.45,36.431,833.076,22.867,0.063,0.419,1219.124,0.338,0.487,127.463,441.831,3.942,6.921,35.741,0,"Sextonia_rubra"
"251","Nouragues","Top","2","2019","Dry",NA,"84","Top","NP",NA,NA,"1097-19DNT2-84T-E","leaf",NA,"Opiliaceae","Agonandra","silvatica",-31.243,-0.09,51.644,1.902,27.155,699.134,25.746,0.074,0.278,1440.656,0.291,0.356,96.511,165.942,0.52,9.946,12.366,0,"Agonandra_silvatica"
